
Call:
model.avg(object = bab_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
1/18/22/29   6 -17.17 49.70 17.77   0.00
2/14/21/24   7 -15.51 49.70 17.77   0.00
1/11/18/21   6 -17.17 49.70 17.77   0.00
8/18/21/23   6 -17.17 49.70 17.77   0.00
1/5/22/27    5 -18.70 49.70 17.77   0.00
17/18/21/26  6 -17.17 49.70 17.77   0.00
1/20/21/25   5 -18.70 49.70 17.77   0.00
3/16/19/24   6 -17.17 49.70 17.77   0.00
1/10/22      5 -18.70 49.70 17.77   0.00
12/28/29     7 -15.52 49.70 17.77   0.00
3/15/19/28   7 -15.52 49.70 17.77   0.00
10/13/14/18  6 -17.17 49.70 17.77   0.00
9/12/15/18   6 -17.17 49.70 17.77   0.00
4/9/12/16    6 -17.17 49.70 17.77   0.00
3/8/19/26    6 -17.17 49.70 17.77   0.00
6/8/13/16    5 -18.70 49.70 17.77   0.00
10/14/17     6 -17.17 49.71 17.78   0.00
1/20/21/30   5 -18.70 49.71 17.78   0.00
1/20/21/27   5 -18.70 49.71 17.78   0.00
4/5/12/22    5 -18.70 49.71 17.78   0.00
1/6/20/21    5 -18.70 49.71 17.78   0.00
6/15/17/27   6 -17.17 49.71 17.78   0.00
4/5/12/23    6 -17.17 49.71 17.78   0.00
14/20/22/23  6 -17.17 49.71 17.78   0.00
1/12/20/21   5 -18.70 49.71 17.78   0.00
1/22/27/30   5 -18.70 49.71 17.78   0.00
1/4/6/12     5 -18.70 49.71 17.78   0.00
4/5/12/25    5 -18.70 49.71 17.78   0.00
1/19/20/21   5 -18.70 49.71 17.78   0.00
6/7/8/25     5 -18.70 49.71 17.78   0.00
6/7/25       5 -18.70 49.71 17.78   0.00
8/13/14/23   6 -17.18 49.71 17.78   0.00
4/5/10/26    7 -15.52 49.71 17.78   0.00
3/5/6/10     6 -17.18 49.71 17.78   0.00
13/18/21/27  5 -18.70 49.71 17.78   0.00
10/12/13/14  6 -17.18 49.71 17.78   0.00
13/18/21/25  5 -18.70 49.71 17.78   0.00
5/21/27/29   6 -17.18 49.71 17.78   0.00
3/6/8/17     6 -17.18 49.71 17.78   0.00
1/4/17/25    6 -17.18 49.71 17.78   0.00
5/21/25/29   6 -17.18 49.71 17.78   0.00
5/12/21/22   5 -18.70 49.71 17.78   0.00
13/18/20     4 -20.12 49.71 17.78   0.00
18/21/25/27  5 -18.70 49.71 17.79   0.00
2/15/25/29   7 -15.52 49.71 17.79   0.00
12/16/19/29  6 -17.18 49.71 17.79   0.00
12/21/22/27  5 -18.70 49.72 17.79   0.00
13/14/19/24  6 -17.18 49.72 17.79   0.00
11/14/17     6 -17.18 49.72 17.79   0.00
7/12/15/20   6 -17.18 49.72 17.79   0.00
8/13/14/29   6 -17.18 49.72 17.79   0.00
23/27        4 -20.12 49.72 17.79   0.00
8/12/15/17   6 -17.18 49.72 17.79   0.00
1/4/9/23     7 -15.53 49.72 17.79   0.00
1/7/29/30    7 -15.53 49.72 17.79   0.00
8/12/15/26   6 -17.18 49.72 17.79   0.00
3/11/16/18   6 -17.18 49.72 17.79   0.00
3/5/20/30    5 -18.71 49.72 17.79   0.00
9/14/21/23   7 -15.53 49.72 17.79   0.00
5/10         4 -20.12 49.72 17.79   0.00
4/8/10/19    6 -17.18 49.72 17.79   0.00
12/20/29     5 -18.71 49.72 17.79   0.00
19/20/29     5 -18.71 49.72 17.79   0.00
8/15/17/26   6 -17.18 49.72 17.79   0.00
8/14/19/23   6 -17.18 49.72 17.79   0.00
4/5/17/20    6 -17.18 49.72 17.79   0.00
7/16/21/23   7 -15.53 49.72 17.79   0.00
1/13/29      5 -18.71 49.72 17.79   0.00
3/9/11       6 -17.18 49.72 17.79   0.00
3/4/9/16     6 -17.18 49.72 17.80   0.00
4/7/12/22    6 -17.18 49.72 17.80   0.00
7/12/29/30   7 -15.53 49.73 17.80   0.00
3/16/18/24   6 -17.18 49.73 17.80   0.00
8/10/27/30   6 -17.18 49.73 17.80   0.00
6/11/14/20   6 -17.18 49.73 17.80   0.00
4/5/21/23    6 -17.18 49.73 17.80   0.00
1/3/9/13     6 -17.18 49.73 17.80   0.00
13/16/18/29  6 -17.18 49.73 17.80   0.00
13/18/30     4 -20.12 49.73 17.80   0.00
2/29         5 -18.71 49.73 17.80   0.00
13/14/18/24  6 -17.18 49.73 17.80   0.00
3/9/10/18    7 -15.53 49.73 17.80   0.00
3/21/24/29   7 -15.53 49.73 17.80   0.00
11/16/25     5 -18.71 49.73 17.80   0.00
3/9/12/18    6 -17.19 49.73 17.80   0.00
4/7/17       6 -17.19 49.73 17.80   0.00
4/7/8/17     6 -17.19 49.73 17.80   0.00
18/22/24     5 -18.71 49.73 17.80   0.00
10/29        5 -18.71 49.73 17.80   0.00
3/7/15/17    7 -15.53 49.73 17.80   0.00
11/12/13/14  6 -17.19 49.73 17.80   0.00
16/17/25/26  6 -17.19 49.73 17.80   0.00
6/12/29      5 -18.71 49.73 17.80   0.00
11/12/18/21  6 -17.19 49.73 17.80   0.00
6/9/15/18    6 -17.19 49.73 17.80   0.00
18/21/28     6 -17.19 49.73 17.80   0.00
7/12/16/29   7 -15.53 49.73 17.80   0.00
6/18/21/25   5 -18.71 49.73 17.81   0.00
1/14/18/24   6 -17.19 49.73 17.81   0.00
3/9/17       6 -17.19 49.74 17.81   0.00
4/20/23      5 -18.71 49.74 17.81   0.00
10/13        4 -20.13 49.74 17.81   0.00
4/6/26       5 -18.71 49.74 17.81   0.00
6/20/27      4 -20.13 49.74 17.81   0.00
1/16/18/27   5 -18.71 49.74 17.81   0.00
2/18         4 -20.13 49.74 17.81   0.00
7/15/23/25   7 -15.54 49.74 17.81   0.00
1/4/10/16    6 -17.19 49.74 17.81   0.00
6/19/21/22   5 -18.72 49.74 17.81   0.00
7/21/23/30   7 -15.54 49.74 17.81   0.00
19/21/22/30  5 -18.72 49.74 17.81   0.00
3/5/8/17     6 -17.19 49.74 17.81   0.00
3/4/6/23     6 -17.19 49.74 17.81   0.00
10/13/14/16  6 -17.19 49.74 17.81   0.00
3/8/12/17    6 -17.19 49.74 17.81   0.00
3/5/8/9      6 -17.19 49.74 17.81   0.00
2/3/15/24    7 -15.54 49.74 17.81   0.00
13/20/25     4 -20.13 49.74 17.81   0.00
3/13/23/27   6 -17.19 49.74 17.81   0.00
4/6/7/22     6 -17.19 49.74 17.81   0.00
1/2/14/18    6 -17.19 49.74 17.81   0.00
5/8/21/24    6 -17.19 49.74 17.81   0.00
6/13/18/21   5 -18.72 49.74 17.81   0.00
2/11/15      6 -17.19 49.74 17.82   0.00
3/8/19/23    6 -17.19 49.75 17.82   0.00
12/14/19/24  6 -17.19 49.75 17.82   0.00
1/10/14/18   6 -17.19 49.75 17.82   0.00
8/13/16/20   5 -18.72 49.75 17.82   0.00
5/18/20      4 -20.13 49.75 17.82   0.00
5/18/21/25   5 -18.72 49.75 17.82   0.00
15/16/24/29  7 -15.54 49.75 17.82   0.00
8/11/21/26   7 -15.54 49.75 17.82   0.00
6/10/12/14   6 -17.20 49.75 17.82   0.00
18/21/25/30  5 -18.72 49.75 17.82   0.00
12/18/30     4 -20.13 49.75 17.82   0.00
1/7/11/15    7 -15.54 49.75 17.82   0.00
1/2/21       5 -18.72 49.75 17.82   0.00
7/11/14/15   7 -15.54 49.75 17.82   0.00
8/17/18      5 -18.72 49.75 17.82   0.00
6/18/21/27   5 -18.72 49.75 17.82   0.00
11/14/27/28  8 -13.75 49.75 17.82   0.00
1/16/20/25   5 -18.72 49.75 17.82   0.00
3/13/14/28   7 -15.54 49.75 17.82   0.00
4/8/13/20    5 -18.72 49.75 17.82   0.00
4/17/19/27   6 -17.20 49.75 17.82   0.00
1/19/22/26   6 -17.20 49.75 17.82   0.00
4/12/19/29   6 -17.20 49.75 17.83   0.00
4/7/26       6 -17.20 49.75 17.83   0.00
4/7/8/26     6 -17.20 49.75 17.83   0.00
18/21/27/30  5 -18.72 49.75 17.83   0.00
3/10/19/24   7 -15.54 49.75 17.83   0.00
5/18/30      4 -20.14 49.76 17.83   0.00
3/8/9/20     6 -17.20 49.76 17.83   0.00
4/16/24      5 -18.72 49.76 17.83   0.00
12/18/20     4 -20.14 49.76 17.83   0.00
12/20/27     4 -20.14 49.76 17.83   0.00
3/12/20/29   6 -17.20 49.76 17.83   0.00
5/19/21/29   6 -17.20 49.76 17.83   0.00
3/9/23       6 -17.20 49.76 17.83   0.00
1/4/20/26    6 -17.20 49.76 17.83   0.00
13/18/21/30  5 -18.73 49.76 17.83   0.00
3/7/17/25    7 -15.55 49.76 17.83   0.00
2/14/16/20   6 -17.20 49.76 17.83   0.00
11/18/19/21  6 -17.20 49.76 17.83   0.00
4/6/13/18    5 -18.73 49.76 17.83   0.00
7/15/22/24   7 -15.55 49.76 17.83   0.00
5/20/21/29   6 -17.20 49.76 17.83   0.00
9/24         5 -18.73 49.76 17.83   0.00
10/27        4 -20.14 49.76 17.83   0.00
6/11/21/22   6 -17.20 49.76 17.83   0.00
3/22/24/25   6 -17.20 49.76 17.83   0.00
4/13/17/27   6 -17.20 49.76 17.83   0.00
15/24/28/29  9 -11.79 49.76 17.83   0.00
5/18/21/27   5 -18.73 49.76 17.83   0.00
4/12/16/19   5 -18.73 49.76 17.83   0.00
4/11/12/21   6 -17.20 49.76 17.83   0.00
1/8/24/27    6 -17.20 49.76 17.83   0.00
4/5/6/22     5 -18.73 49.76 17.83   0.00
12/13/18     4 -20.14 49.76 17.83   0.00
5/6/21/29    6 -17.20 49.76 17.83   0.00
5/7/20/29    7 -15.55 49.76 17.83   0.00
15/18/23/30  6 -17.20 49.76 17.83   0.00
4/5/26/27    6 -17.20 49.76 17.83   0.00
11/29        5 -18.73 49.76 17.83   0.00
3/6/8/23     6 -17.20 49.76 17.84   0.00
7/11         5 -18.73 49.76 17.84   0.00
7/8/11       5 -18.73 49.76 17.84   0.00
3/5/12/20    5 -18.73 49.77 17.84   0.00
12/14/25/29  6 -17.20 49.77 17.84   0.00
6/20/25      4 -20.14 49.77 17.84   0.00
3/6/12/29    6 -17.20 49.77 17.84   0.00
14/16/17/20  6 -17.20 49.77 17.84   0.00
4/7/11/27    7 -15.55 49.77 17.84   0.00
6/19/27      4 -20.14 49.77 17.84   0.00
8/21/24/25   6 -17.20 49.77 17.84   0.00
5/13/18/21   5 -18.73 49.77 17.84   0.00
1/14/19/29   6 -17.20 49.77 17.84   0.00
1/21/22/23   6 -17.20 49.77 17.84   0.00
2/8/16/29    7 -15.55 49.77 17.84   0.00
2/6/14/18    6 -17.20 49.77 17.84   0.00
1/5/19/21    5 -18.73 49.77 17.84   0.00
19/21/22/27  5 -18.73 49.77 17.84   0.00
5/13/18      4 -20.14 49.77 17.84   0.00
10/14/15/29  7 -15.55 49.77 17.84   0.00
6/8/21/24    6 -17.21 49.77 17.84   0.00
5/10/14/19   6 -17.21 49.77 17.84   0.00
2/10/14/21   7 -15.55 49.77 17.84   0.00
4/6/12/25    5 -18.73 49.77 17.84   0.00
11/13/18/21  6 -17.21 49.77 17.84   0.00
8/13/24/27   6 -17.21 49.77 17.84   0.00
3/8/13/26    6 -17.21 49.77 17.84   0.00
5/20/27      4 -20.15 49.77 17.84   0.00
17/22/26     5 -18.73 49.77 17.84   0.00
6/13/14/28   7 -15.55 49.77 17.85   0.00
5/19/21/22   5 -18.73 49.78 17.85   0.00
3/8/10/11    7 -15.55 49.78 17.85   0.00
3/11/17      6 -17.21 49.78 17.85   0.00
13/19/25     4 -20.15 49.78 17.85   0.00
1/29/30      5 -18.73 49.78 17.85   0.00
11/18/21/30  6 -17.21 49.78 17.85   0.00
5/13/20/21   5 -18.73 49.78 17.85   0.00
3/6/9/27     6 -17.21 49.78 17.85   0.00
14/19/24/25  6 -17.21 49.78 17.85   0.00
7/8/20/25    5 -18.74 49.78 17.85   0.00
7/20/25      5 -18.74 49.78 17.85   0.00
3/4/13/23    6 -17.21 49.78 17.85   0.00
2/4/8        5 -18.74 49.78 17.85   0.00
6/21/22/30   5 -18.74 49.78 17.85   0.00
1/19/21/25   5 -18.74 49.78 17.85   0.00
3/10/12/30   6 -17.21 49.78 17.85   0.00
14/15/24/28  8 -13.76 49.78 17.85   0.00
1/2/14/20    6 -17.21 49.78 17.85   0.00
1/19/21/27   5 -18.74 49.78 17.85   0.00
4/6/8/10     6 -17.21 49.78 17.85   0.00
1/12/19/21   5 -18.74 49.78 17.85   0.00
1/19/21/30   5 -18.74 49.78 17.85   0.00
1/6/19/21    5 -18.74 49.78 17.85   0.00
7/19/25      5 -18.74 49.78 17.85   0.00
7/8/19/25    5 -18.74 49.78 17.85   0.00
9/13/15/20   6 -17.21 49.78 17.86   0.00
6/18/21/30   5 -18.74 49.78 17.86   0.00
11/18/20/21  6 -17.21 49.79 17.86   0.00
18/24/27     5 -18.74 49.79 17.86   0.00
6/13/25      4 -20.15 49.79 17.86   0.00
5/19/27      4 -20.15 49.79 17.86   0.00
1/22/25/26   6 -17.21 49.79 17.86   0.00
4/18/21/24   6 -17.21 49.79 17.86   0.00
20/27/30     4 -20.15 49.79 17.86   0.00
11/18/22     5 -18.74 49.79 17.86   0.00
7/10/12/14   7 -15.56 49.79 17.86   0.00
19/27/30     4 -20.15 49.79 17.86   0.00
3/9/27/30    6 -17.21 49.79 17.86   0.00
11/14/20/25  6 -17.21 49.79 17.86   0.00
4/21/23/25   6 -17.21 49.79 17.86   0.00
4/7/10/27    7 -15.56 49.79 17.86   0.00
3/9/13/18    6 -17.21 49.79 17.86   0.00
4/5/9/12     6 -17.21 49.79 17.86   0.00
28/29/30     7 -15.56 49.79 17.86   0.00
1/14/20/24   6 -17.22 49.79 17.86   0.00
7/22/25/29   7 -15.56 49.79 17.86   0.00
1/6/16/25    5 -18.74 49.79 17.86   0.00
12/19/27     4 -20.15 49.79 17.86   0.00
4/8/27/28    7 -15.56 49.79 17.86   0.00
2/8/21/27    6 -17.22 49.79 17.86   0.00
8/17/27/29   7 -15.56 49.79 17.86   0.00
3/6/13/29    6 -17.22 49.79 17.86   0.00
5/6/18/21    5 -18.74 49.79 17.86   0.00
13/25/29     5 -18.74 49.79 17.86   0.00
4/7/23/30    7 -15.56 49.79 17.86   0.00
5/12/18      4 -20.16 49.79 17.86   0.00
15/16/17/18  6 -17.22 49.79 17.86   0.00
8/16/25/26   6 -17.22 49.79 17.87   0.00
4/8/10/13    6 -17.22 49.80 17.87   0.00
11/21/22/27  6 -17.22 49.80 17.87   0.00
3/16/24/25   6 -17.22 49.80 17.87   0.00
2/14/16/30   6 -17.22 49.80 17.87   0.00
1/6/8/20     5 -18.74 49.80 17.87   0.00
8/18/19/29   6 -17.22 49.80 17.87   0.00
4/8/10/20    6 -17.22 49.80 17.87   0.00
10/15/19/24  7 -15.57 49.80 17.87   0.00
8/9/18       5 -18.74 49.80 17.87   0.00
1/13/14/28   7 -15.57 49.80 17.87   0.00
4/6/12/16    5 -18.75 49.80 17.87   0.00
5/18/21/30   5 -18.75 49.80 17.87   0.00
3/12/13/29   6 -17.22 49.80 17.87   0.00
4/26/30      5 -18.75 49.80 17.87   0.00
3/4/19/23    6 -17.22 49.80 17.87   0.00
2/9/14/15    7 -15.57 49.80 17.87   0.00
6/11/15/28   8 -13.77 49.80 17.87   0.00
6/11/18/21   6 -17.22 49.80 17.87   0.00
1/4/7/19     6 -17.22 49.80 17.87   0.00
4/19/23      5 -18.75 49.80 17.87   0.00
14/16/23/25  6 -17.22 49.80 17.87   0.00
3/16/26/27   6 -17.22 49.80 17.87   0.00
8/11/13/14   6 -17.22 49.80 17.87   0.00
1/19/26      5 -18.75 49.80 17.87   0.00
5/7/8/25     5 -18.75 49.80 17.87   0.00
5/7/25       5 -18.75 49.80 17.87   0.00
3/18/24/25   6 -17.22 49.80 17.87   0.00
13/19/20     4 -20.16 49.80 17.87   0.00
11/19/22     5 -18.75 49.80 17.87   0.00
1/11/14/19   6 -17.22 49.80 17.87   0.00
8/12/18/29   6 -17.22 49.80 17.87   0.00
2/16         4 -20.16 49.80 17.87   0.00
11/18/21/25  6 -17.22 49.80 17.87   0.00
3/4/16/23    6 -17.22 49.80 17.87   0.00
4/17/18/26   6 -17.22 49.80 17.87   0.00
3/15/16/28   7 -15.57 49.80 17.87   0.00
16/22/27/29  6 -17.22 49.80 17.87   0.00
1/16/21/23   6 -17.22 49.80 17.87   0.00
16/22/25/27  5 -18.75 49.80 17.87   0.00
9/15/16/18   6 -17.22 49.80 17.87   0.00
1/4/12/26    6 -17.22 49.80 17.87   0.00
6/19/25      4 -20.16 49.80 17.87   0.00
4/18/27/28   7 -15.57 49.81 17.88   0.00
16/18/22/29  6 -17.22 49.81 17.88   0.00
15/16/26/27  6 -17.22 49.81 17.88   0.00
3/10/21/26   7 -15.57 49.81 17.88   0.00
9/15/28      7 -15.57 49.81 17.88   0.00
1/5/21/25    5 -18.75 49.81 17.88   0.00
5/15/26/27   6 -17.22 49.81 17.88   0.00
1/5/21/27    5 -18.75 49.81 17.88   0.00
10/14/28     7 -15.57 49.81 17.88   0.00
12/14/18/23  6 -17.23 49.81 17.88   0.00
1/5/12/21    5 -18.75 49.81 17.88   0.00
1/5/21/30    5 -18.75 49.81 17.88   0.00
1/5/6/21     5 -18.75 49.81 17.88   0.00
14/17/18/29  7 -15.57 49.81 17.88   0.00
11/16/21/29  7 -15.57 49.81 17.88   0.00
3/11/26      6 -17.23 49.81 17.88   0.00
20/25/29     5 -18.75 49.81 17.88   0.00
4/12/23/25   6 -17.23 49.81 17.88   0.00
21/22/27/30  5 -18.75 49.81 17.88   0.00
7/10/30      6 -17.23 49.81 17.88   0.00
7/8/10/30    6 -17.23 49.81 17.88   0.00
4/6/18/19    5 -18.75 49.81 17.88   0.00
9/11/14/15   7 -15.57 49.81 17.88   0.00
1/21/25/27   5 -18.75 49.81 17.88   0.00
4/8/13/19    5 -18.75 49.81 17.88   0.00
3/6/8/26     6 -17.23 49.81 17.89   0.00
4/6/18/30    5 -18.75 49.81 17.89   0.00
8/13/14/28   7 -15.57 49.81 17.89   0.00
11/14/19/25  6 -17.23 49.82 17.89   0.00
6/25/29      5 -18.75 49.82 17.89   0.00
1/21/25/30   5 -18.75 49.82 17.89   0.00
1/6/21/25    5 -18.75 49.82 17.89   0.00
1/12/21/25   5 -18.75 49.82 17.89   0.00
6/15/26/27   6 -17.23 49.82 17.89   0.00
1/6/21/27    5 -18.76 49.82 17.89   0.00
1/21/27/30   5 -18.76 49.82 17.89   0.00
4/19/26      5 -18.76 49.82 17.89   0.00
6/21/22/27   5 -18.76 49.82 17.89   0.00
1/12/21/27   5 -18.76 49.82 17.89   0.00
1/13/16/27   5 -18.76 49.82 17.89   0.00
5/10/14/18   6 -17.23 49.82 17.89   0.00
8/16/23      5 -18.76 49.82 17.89   0.00
4/12/19/25   5 -18.76 49.82 17.89   0.00
1/6/21/30    5 -18.76 49.82 17.89   0.00
8/22/28/29   8 -13.78 49.82 17.89   0.00
1/12/21/30   5 -18.76 49.82 17.89   0.00
8/22/23/30   6 -17.23 49.82 17.89   0.00
1/6/12/21    5 -18.76 49.82 17.89   0.00
3/10/20/22   6 -17.23 49.82 17.89   0.00
1/7/16/18    6 -17.23 49.82 17.89   0.00
1/2/6/14     6 -17.23 49.82 17.89   0.00
11/18/27     5 -18.76 49.82 17.89   0.00
5/21/22/30   5 -18.76 49.82 17.89   0.00
12/13/20/21  5 -18.76 49.82 17.89   0.00
4/19/21/26   6 -17.23 49.82 17.90   0.00
4/8/9/30     6 -17.23 49.83 17.90   0.00
14/16/24/30  6 -17.23 49.83 17.90   0.00
6/11/14/18   6 -17.23 49.83 17.90   0.00
2/3/8/30     6 -17.23 49.83 17.90   0.00
3/9/10/21    7 -15.58 49.83 17.90   0.00
5/14/16/24   6 -17.23 49.83 17.90   0.00
2/8/21/29    7 -15.58 49.83 17.90   0.00
6/15/18/28   7 -15.58 49.83 17.90   0.00
18/22/26     5 -18.76 49.83 17.90   0.00
3/4/23/30    6 -17.23 49.83 17.90   0.00
15/24/29/30  7 -15.58 49.83 17.90   0.00
5/6/21/22    5 -18.76 49.83 17.90   0.00
4/9/11/14    7 -15.58 49.83 17.90   0.00
18/19/22/29  6 -17.24 49.83 17.90   0.00
4/13/23      5 -18.76 49.83 17.90   0.00
8/20/26/30   6 -17.24 49.83 17.90   0.00
3/10/12/22   6 -17.24 49.83 17.90   0.00
3/8/12/26    6 -17.24 49.83 17.90   0.00
4/15/26/29   7 -15.58 49.84 17.91   0.00
8/15/20/23   6 -17.24 49.84 17.91   0.00
2/15/23/25   7 -15.58 49.84 17.91   0.00
4/9/18/22    6 -17.24 49.84 17.91   0.00
1/6/22/30    5 -18.76 49.84 17.91   0.00
9/15/18/20   6 -17.24 49.84 17.91   0.00
14/18/24/30  6 -17.24 49.84 17.91   0.00
5/14/18/24   6 -17.24 49.84 17.91   0.00
4/17/22/26   6 -17.24 49.84 17.91   0.00
4/13/18/19   5 -18.77 49.84 17.91   0.00
3/8/12/23    6 -17.24 49.84 17.91   0.00
5/8/13/16    5 -18.77 49.84 17.91   0.00
4/15/23/24   7 -15.59 49.84 17.91   0.00
2/11/15/25   7 -15.59 49.84 17.91   0.00
12/15/19/28  7 -15.59 49.84 17.91   0.00
1/14/16/23   6 -17.24 49.84 17.91   0.00
7/12/25      5 -18.77 49.84 17.91   0.00
7/8/12/25    5 -18.77 49.84 17.91   0.00
11/13/21/22  6 -17.24 49.84 17.91   0.00
7/8/18/25    5 -18.77 49.84 17.91   0.00
7/18/25      5 -18.77 49.84 17.91   0.00
12/29/30     5 -18.77 49.84 17.91   0.00
12/16/20     4 -20.18 49.84 17.91   0.00
4/11/22      5 -18.77 49.84 17.91   0.00
1/6/20/22    5 -18.77 49.84 17.91   0.00
5/9/16/21    6 -17.24 49.84 17.91   0.00
5/16/22/25   5 -18.77 49.84 17.91   0.00
3/6/11/20    6 -17.24 49.84 17.91   0.00
1/2/15/24    7 -15.59 49.84 17.91   0.00
10/15/16/27  6 -17.24 49.84 17.91   0.00
9/15/19/30   6 -17.24 49.84 17.91   0.00
1/5/6/22     5 -18.77 49.84 17.91   0.00
5/21/22/27   5 -18.77 49.84 17.92   0.00
8/17/25      5 -18.77 49.85 17.92   0.00
16/20/30     4 -20.18 49.85 17.92   0.00
4/10/21/22   6 -17.24 49.85 17.92   0.00
1/3/18/24    6 -17.24 49.85 17.92   0.00
7/20/22/27   6 -17.24 49.85 17.92   0.00
5/16/20      4 -20.18 49.85 17.92   0.00
4/10/20/21   6 -17.24 49.85 17.92   0.00
11/15/20/22  6 -17.24 49.85 17.92   0.00
5/6/27       4 -20.18 49.85 17.92   0.00
6/12/27      4 -20.18 49.85 17.92   0.00
4/18/19/20   5 -18.77 49.85 17.92   0.00
4/11/15/29   7 -15.59 49.85 17.92   0.00
8/12/13/16   5 -18.77 49.85 17.92   0.00
3/5/6/11     6 -17.25 49.85 17.92   0.00
7/10/14/19   7 -15.59 49.85 17.92   0.00
14/22/23/30  6 -17.25 49.85 17.92   0.00
4/9/14/29    7 -15.59 49.85 17.92   0.00
3/17/19/26   6 -17.25 49.85 17.92   0.00
4/6/18/20    5 -18.77 49.86 17.93   0.00
3/5/10/12    6 -17.25 49.86 17.93   0.00
13/20/21/25  5 -18.77 49.86 17.93   0.00
3/13/29/30   6 -17.25 49.86 17.93   0.00
2/4/18       5 -18.77 49.86 17.93   0.00
1/5/7/29     7 -15.60 49.86 17.93   0.00
11/15/16/20  6 -17.25 49.86 17.93   0.00
11/16/17/21  7 -15.60 49.86 17.93   0.00
5/9/15/18    6 -17.25 49.86 17.93   0.00
9/15/19/22   6 -17.25 49.86 17.93   0.00
5/10/14/20   6 -17.25 49.86 17.93   0.00
2/12/14/18   6 -17.25 49.86 17.93   0.00
4/11/14/28   8 -13.80 49.86 17.93   0.00
8/22/25/26   6 -17.25 49.86 17.93   0.00
6/27/30      4 -20.19 49.86 17.93   0.00
2/4/9/14     7 -15.60 49.86 17.93   0.00
7/14/17/25   7 -15.60 49.86 17.93   0.00
8/13/17/21   6 -17.25 49.86 17.93   0.00
8/12/15/23   6 -17.25 49.86 17.93   0.00
1/21/22/24   6 -17.25 49.86 17.93   0.00
8/10/14/26   7 -15.60 49.86 17.93   0.00
1/10/13/14   6 -17.25 49.86 17.93   0.00
14/16/22/23  6 -17.25 49.86 17.93   0.00
3/17/20/25   6 -17.25 49.86 17.93   0.00
1/4/13/26    6 -17.25 49.86 17.93   0.00
7/26/27/30   7 -15.60 49.86 17.93   0.00
4/13/26      5 -18.78 49.86 17.93   0.00
7/21/22/26   7 -15.60 49.86 17.93   0.00
6/12/14/29   6 -17.25 49.86 17.93   0.00
1/6/7/16     6 -17.25 49.87 17.94   0.00
15/22/26/27  6 -17.25 49.87 17.94   0.00
7/23         5 -18.78 49.87 17.94   0.00
7/8/23       5 -18.78 49.87 17.94   0.00
9/16/21/25   6 -17.25 49.87 17.94   0.00
3/7/17/30    7 -15.60 49.87 17.94   0.00
18/22/25/27  5 -18.78 49.87 17.94   0.00
5/16/30      4 -20.19 49.87 17.94   0.00
5/12/16      4 -20.19 49.87 17.94   0.00
4/6/20/22    5 -18.78 49.87 17.94   0.00
1/4/6/30     5 -18.78 49.87 17.94   0.00
6/15/19/28   7 -15.60 49.87 17.94   0.00
11/14/15/28  8 -13.80 49.87 17.94   0.00
3/4/6/9      6 -17.25 49.87 17.94   0.00
1/16/25/30   5 -18.78 49.87 17.94   0.00
7/15/18/24   7 -15.60 49.87 17.94   0.00
15/19/20/28  7 -15.60 49.87 17.94   0.00
12/16/30     4 -20.19 49.87 17.94   0.00
3/5/10/20    6 -17.26 49.87 17.94   0.00
1/7/17/22    7 -15.60 49.87 17.94   0.00
2/14/17/21   7 -15.60 49.87 17.94   0.00
1/4/6/13     5 -18.78 49.87 17.94   0.00
6/11/14/19   6 -17.26 49.87 17.94   0.00
1/16/18/29   6 -17.26 49.87 17.94   0.00
14/24/26     6 -17.26 49.87 17.94   0.00
12/20/25     4 -20.20 49.87 17.94   0.00
15/20/26/27  6 -17.26 49.87 17.94   0.00
1/13/14/17   6 -17.26 49.87 17.94   0.00
3/6/18/24    6 -17.26 49.87 17.94   0.00
8/10/18/30   6 -17.26 49.87 17.95   0.00
1/16/17/26   6 -17.26 49.87 17.95   0.00
4/16/23/29   7 -15.60 49.87 17.95   0.00
1/14/17/20   6 -17.26 49.87 17.95   0.00
13/14/16/29  6 -17.26 49.87 17.95   0.00
11/12/15/20  6 -17.26 49.88 17.95   0.00
12/27/30     4 -20.20 49.88 17.95   0.00
16/19/29/30  6 -17.26 49.88 17.95   0.00
5/12/27      4 -20.20 49.88 17.95   0.00
6/19/20      4 -20.20 49.88 17.95   0.00
22/24/25     5 -18.78 49.88 17.95   0.00
7/15/25/26   7 -15.61 49.88 17.95   0.00
15/16/18/28  7 -15.61 49.88 17.95   0.00
5/20/25      4 -20.20 49.88 17.95   0.00
5/19/25      4 -20.20 49.88 17.95   0.00
5/13/25      4 -20.20 49.88 17.95   0.00
3/8/9/10     7 -15.61 49.88 17.95   0.00
12/19/25     4 -20.20 49.88 17.95   0.00
14/19/25/26  6 -17.26 49.88 17.95   0.00
4/19/20/25   5 -18.79 49.88 17.95   0.00
3/4/11/18    6 -17.26 49.88 17.95   0.00
11/15/16/18  6 -17.26 49.88 17.95   0.00
1/4/24/27    6 -17.26 49.88 17.95   0.00
19/25/30     4 -20.20 49.88 17.95   0.00
1/4/6/20     5 -18.79 49.88 17.95   0.00
14/17/24     6 -17.26 49.88 17.95   0.00
2/27         4 -20.20 49.88 17.95   0.00
1/22/27/29   6 -17.26 49.88 17.95   0.00
5/10/15/27   6 -17.26 49.88 17.95   0.00
