
Call:
model.avg(object = spmsc_consensus@objects)

Component model call: 
lmer(formula = BTM ~ <31931 unique rhs>, data = data)

Component models: 
                    df logLik   AICc delta weight
2/11/16/21/27/29/33 10 -46.59 123.18 29.74   0.00
1/2/10/11/12/16/21  10 -46.59 123.18 29.74   0.00
2/5/16/21/25/28/29  10 -46.59 123.18 29.74   0.00
2/16/21/22/24/27/30 10 -46.59 123.18 29.74   0.00
2/14/16/18/21/30/33 11 -44.30 123.18 29.74   0.00
2/9/16/17/21/25/27  10 -46.59 123.18 29.74   0.00
2/8/11/13/16/21/29  11 -44.30 123.18 29.74   0.00
2/10/16/20/21/25/33 10 -46.59 123.18 29.74   0.00
2/7/12/16/21/26/29  11 -44.30 123.18 29.74   0.00
2/7/12/16/17/21/25  10 -46.59 123.18 29.74   0.00
1/2/7/16/21/25/26   11 -44.30 123.18 29.74   0.00
2/6/9/13/16/21/29   11 -44.31 123.18 29.74   0.00
2/16/17/21/22/25/28 10 -46.59 123.18 29.74   0.00
2/12/16/19/21/31/33 12 -41.79 123.18 29.74   0.00
2/15/16/17/21/22/32 11 -44.31 123.18 29.74   0.00
2/5/12/14/16/18/21  11 -44.31 123.18 29.74   0.00
2/5/7/16/21/25/33   10 -46.59 123.18 29.74   0.00
1/2/16/20/21/27/32  11 -44.31 123.18 29.74   0.00
2/10/16/18/21/32/33 11 -44.31 123.18 29.74   0.00
2/14/15/16/21/26/30 12 -41.79 123.18 29.74   0.00
2/14/16/20/21/23/30 11 -44.31 123.18 29.74   0.00
2/5/6/7/13/16/21    11 -44.31 123.18 29.74   0.00
2/11/16/21/24/27/29 10 -46.59 123.18 29.74   0.00
2/13/16/20/21/28/33 11 -44.31 123.18 29.74   0.00
2/3/13/16/19/21/32  12 -41.79 123.19 29.75   0.00
1/2/12/16/21/25/33  10 -46.59 123.19 29.75   0.00
2/5/16/20/21/25/32  11 -44.31 123.19 29.75   0.00
2/4/7/10/13/16/21   11 -44.31 123.19 29.75   0.00
2/5/8/16/21/24/26   11 -44.31 123.19 29.75   0.00
2/16/21/22/25/30/32 11 -44.31 123.19 29.75   0.00
2/10/16/20/21/22/25 10 -46.60 123.19 29.75   0.00
2/7/9/16/17/21/29   10 -46.60 123.19 29.75   0.00
2/12/13/15/16/21/29 11 -44.31 123.19 29.75   0.00
2/3/11/16/18/21/24  10 -46.60 123.19 29.75   0.00
2/8/9/11/16/21/26   11 -44.31 123.19 29.75   0.00
2/13/16/18/21/26/30 12 -41.80 123.19 29.75   0.00
2/4/8/11/16/21/26   11 -44.31 123.19 29.75   0.00
1/2/5/16/21/23/29   10 -46.60 123.19 29.75   0.00
2/6/9/10/16/21/24   10 -46.60 123.19 29.75   0.00
1/2/9/10/16/21/27   10 -46.60 123.19 29.75   0.00
2/8/11/16/21/26/27  11 -44.31 123.19 29.75   0.00
2/10/11/14/16/18/21 11 -44.31 123.19 29.75   0.00
2/5/7/10/12/16/21   10 -46.60 123.19 29.75   0.00
2/8/16/17/21/29/32  11 -44.31 123.20 29.75   0.00
2/8/16/21/24/29/30  10 -46.60 123.20 29.75   0.00
2/6/8/10/16/21/33   10 -46.60 123.20 29.75   0.00
2/5/10/16/20/21/33  10 -46.60 123.20 29.75   0.00
2/5/12/16/17/21/28  10 -46.60 123.20 29.76   0.00
2/6/12/16/21/26/32  12 -41.80 123.20 29.76   0.00
1/2/12/16/21/22/24  10 -46.60 123.20 29.76   0.00
1/2/4/14/16/21/22   11 -44.31 123.20 29.76   0.00
2/8/13/16/20/21/22  11 -44.31 123.20 29.76   0.00
2/6/8/16/17/21/30   10 -46.60 123.20 29.76   0.00
2/5/13/16/18/21/27  11 -44.31 123.20 29.76   0.00
1/2/5/7/16/21/29    10 -46.60 123.20 29.76   0.00
2/16/21/23/30/32/33 11 -44.31 123.20 29.76   0.00
2/6/16/20/21/31     11 -44.31 123.20 29.76   0.00
1/2/5/6/12/16/21    10 -46.60 123.20 29.76   0.00
2/4/7/13/16/21/33   11 -44.31 123.20 29.76   0.00
2/5/16/21/23/27/32  11 -44.31 123.20 29.76   0.00
1/2/13/15/16/21/24  11 -44.31 123.20 29.76   0.00
2/6/8/16/21/24/26   11 -44.32 123.20 29.76   0.00
2/14/16/21/23/28/30 11 -44.32 123.20 29.76   0.00
2/12/13/16/20/21/23 11 -44.32 123.20 29.76   0.00
2/9/12/16/21/24/33  10 -46.60 123.20 29.76   0.00
2/4/14/16/19/21/26  12 -41.80 123.21 29.76   0.00
1/2/16/20/21/30/32  11 -44.32 123.21 29.76   0.00
2/6/12/16/21/26/27  11 -44.32 123.21 29.76   0.00
2/12/14/15/16/21/25 11 -44.32 123.21 29.76   0.00
2/6/16/21/25/32/33  11 -44.32 123.21 29.77   0.00
2/5/8/12/16/21/32   11 -44.32 123.21 29.77   0.00
2/4/8/10/16/17/21   10 -46.60 123.21 29.77   0.00
2/7/8/16/21/26/33   11 -44.32 123.21 29.77   0.00
2/8/9/10/16/21/29   10 -46.60 123.21 29.77   0.00
2/3/8/11/16/21/23   10 -46.60 123.21 29.77   0.00
2/10/12/16/21/22/30 10 -46.61 123.21 29.77   0.00
2/15/16/17/21/24/30 10 -46.61 123.21 29.77   0.00
2/9/11/16/17/21/25  10 -46.61 123.21 29.77   0.00
2/16/21/23/24/26/28 11 -44.32 123.21 29.77   0.00
2/16/20/21/24/29/32 11 -44.32 123.21 29.77   0.00
2/6/9/10/16/21/32   11 -44.32 123.21 29.77   0.00
2/3/6/10/16/21       9 -48.69 123.21 29.77   0.00
2/5/10/16/21/23/30  10 -46.61 123.21 29.77   0.00
2/13/16/17/21/27    10 -46.61 123.21 29.77   0.00
2/7/8/12/16/21/26   11 -44.32 123.21 29.77   0.00
2/16/20/21/26/28/32 12 -41.81 123.21 29.77   0.00
2/9/11/16/21/25/26  11 -44.32 123.22 29.77   0.00
2/5/6/7/16/17/21    10 -46.61 123.22 29.77   0.00
2/8/13/16/21/22/27  11 -44.32 123.22 29.78   0.00
2/9/11/16/21/29/32  11 -44.32 123.22 29.78   0.00
2/9/10/16/20/21/32  11 -44.32 123.22 29.78   0.00
2/9/14/15/16/21/29  11 -44.32 123.22 29.78   0.00
2/11/16/20/21/26/33 11 -44.32 123.22 29.78   0.00
2/5/6/16/17/20/21   10 -46.61 123.22 29.78   0.00
2/4/16/17/21/30/33  10 -46.61 123.22 29.78   0.00
2/11/16/21/29/30/32 11 -44.33 123.22 29.78   0.00
2/10/12/16/21/24/27 10 -46.61 123.22 29.78   0.00
1/2/11/13/16/21/23  11 -44.33 123.22 29.78   0.00
2/10/11/16/21/22/26 11 -44.33 123.22 29.78   0.00
2/3/15/16/18/21/32  11 -44.33 123.22 29.78   0.00
2/11/14/16/21/23/27 11 -44.33 123.22 29.78   0.00
2/3/10/15/16/20/21  10 -46.61 123.22 29.78   0.00
2/5/10/16/17/21      9 -48.70 123.22 29.78   0.00
2/3/5/12/16/21       9 -48.70 123.22 29.78   0.00
2/7/8/10/16/21/26   11 -44.33 123.22 29.78   0.00
2/11/16/21/24/27/32 11 -44.33 123.23 29.78   0.00
2/8/10/16/21/22/32  11 -44.33 123.23 29.78   0.00
2/12/16/21/24/27/33 10 -46.61 123.23 29.78   0.00
2/7/14/16/21/25/33  11 -44.33 123.23 29.78   0.00
2/9/11/13/16/21/27  11 -44.33 123.23 29.78   0.00
2/6/9/16/21/26/32   12 -41.81 123.23 29.79   0.00
2/7/16/21/22/24/33  10 -46.61 123.23 29.79   0.00
2/5/16/20/21/29/33  10 -46.61 123.23 29.79   0.00
2/3/7/8/9/16/21     10 -46.61 123.23 29.79   0.00
2/7/16/20/21/26/29  11 -44.33 123.23 29.79   0.00
2/4/9/12/14/16/21   11 -44.33 123.23 29.79   0.00
2/7/16/21/25/31     11 -44.33 123.23 29.79   0.00
2/10/12/16/19/21/31 12 -41.82 123.23 29.79   0.00
2/14/16/17/21/22    10 -46.62 123.23 29.79   0.00
2/7/13/16/20/21/33  11 -44.33 123.23 29.79   0.00
2/6/16/21/22/29/32  11 -44.33 123.23 29.79   0.00
2/9/16/17/21/22/32  11 -44.33 123.23 29.79   0.00
2/7/14/16/20/21/32  12 -41.82 123.23 29.79   0.00
2/16/20/21/24/30/32 11 -44.33 123.23 29.79   0.00
2/6/10/12/16/21/33  10 -46.62 123.23 29.79   0.00
2/4/14/16/20/21/29  11 -44.33 123.24 29.79   0.00
2/13/16/18/20/21/32 12 -41.82 123.24 29.79   0.00
1/2/6/16/21/22/24   10 -46.62 123.24 29.79   0.00
2/5/8/16/21/26/29   11 -44.33 123.24 29.79   0.00
2/10/14/16/21/24    10 -46.62 123.24 29.79   0.00
2/13/16/21/24/26    11 -44.33 123.24 29.79   0.00
2/10/16/21/26/28/32 12 -41.82 123.24 29.80   0.00
2/3/16/21/24/27      9 -48.71 123.24 29.80   0.00
2/8/15/16/17/21/24  10 -46.62 123.24 29.80   0.00
2/7/10/16/17/21/32  11 -44.33 123.24 29.80   0.00
2/13/16/21/32/33    11 -44.33 123.24 29.80   0.00
2/6/16/21/26/27/33  11 -44.33 123.24 29.80   0.00
1/2/16/21/25/26/30  11 -44.33 123.24 29.80   0.00
2/5/9/10/11/16/21   10 -46.62 123.24 29.80   0.00
2/5/9/16/17/21/22   10 -46.62 123.24 29.80   0.00
2/5/11/16/21/22/25  10 -46.62 123.24 29.80   0.00
2/5/11/16/21/24/26  11 -44.33 123.24 29.80   0.00
1/2/5/9/11/16/21    10 -46.62 123.24 29.80   0.00
1/2/6/16/21/26/33   11 -44.33 123.24 29.80   0.00
2/5/11/16/21/26/29  11 -44.33 123.24 29.80   0.00
2/6/10/13/16/21/28  11 -44.34 123.24 29.80   0.00
1/2/9/11/16/21/33   10 -46.62 123.24 29.80   0.00
2/8/11/13/16/21/33  11 -44.34 123.24 29.80   0.00
2/4/13/16/21/28/29  11 -44.34 123.24 29.80   0.00
2/5/6/16/21/22/30   10 -46.62 123.24 29.80   0.00
1/2/16/17/21/23/25  10 -46.62 123.24 29.80   0.00
2/10/16/21/23/29/33 10 -46.62 123.24 29.80   0.00
2/7/12/16/21/22/26  11 -44.34 123.24 29.80   0.00
2/5/16/17/20/21/23  10 -46.62 123.25 29.80   0.00
2/12/16/21/24/26/28 11 -44.34 123.25 29.80   0.00
2/11/12/16/21/26/27 11 -44.34 123.25 29.80   0.00
1/2/4/13/16/21/28   11 -44.34 123.25 29.81   0.00
1/2/5/6/8/16/21     10 -46.62 123.25 29.81   0.00
2/13/16/20/21/25/33 11 -44.34 123.25 29.81   0.00
2/4/5/9/16/17/21    10 -46.62 123.25 29.81   0.00
1/2/6/10/12/16/21   10 -46.62 123.25 29.81   0.00
2/14/16/18/21/24/29 11 -44.34 123.25 29.81   0.00
1/2/11/16/20/21/32  11 -44.34 123.25 29.81   0.00
2/4/6/16/21/26/33   11 -44.34 123.25 29.81   0.00
2/16/19/21/22/24/31 12 -41.83 123.25 29.81   0.00
2/14/16/17/21/32    11 -44.34 123.25 29.81   0.00
2/3/10/15/16/21/27  10 -46.63 123.25 29.81   0.00
2/8/16/21/22/26/27  11 -44.34 123.25 29.81   0.00
2/7/14/16/21/24/30  11 -44.34 123.25 29.81   0.00
2/8/10/16/21/25/29  10 -46.63 123.25 29.81   0.00
2/12/13/16/21/24/28 11 -44.34 123.25 29.81   0.00
2/13/16/21/23/28/29 11 -44.34 123.25 29.81   0.00
2/4/13/16/21/27/29  11 -44.34 123.25 29.81   0.00
2/16/19/21/26/29/31 13 -39.05 123.26 29.81   0.00
2/16/21/24/25/29/30 10 -46.63 123.26 29.81   0.00
2/15/16/21/26/31    12 -41.83 123.26 29.82   0.00
2/5/7/16/21/22/33   10 -46.63 123.26 29.82   0.00
2/5/11/16/21/24/28  10 -46.63 123.26 29.82   0.00
1/2/16/20/21/27/29  10 -46.63 123.26 29.82   0.00
2/13/14/16/19/21/24 12 -41.83 123.26 29.82   0.00
2/8/16/20/21/26/32  12 -41.83 123.26 29.82   0.00
2/5/10/16/17/18/21  10 -46.63 123.26 29.82   0.00
2/13/15/16/21/27/33 11 -44.34 123.26 29.82   0.00
2/16/17/21/25/28/29 10 -46.63 123.26 29.82   0.00
2/3/15/16/17/18/21  10 -46.63 123.26 29.82   0.00
2/16/17/21/23/30/32 11 -44.34 123.26 29.82   0.00
2/8/9/12/13/16/21   11 -44.35 123.26 29.82   0.00
2/12/16/21/23/26/32 12 -41.83 123.26 29.82   0.00
1/2/5/16/21/28/33   10 -46.63 123.26 29.82   0.00
2/16/17/21/23/24/28 10 -46.63 123.26 29.82   0.00
2/8/16/21/29/30/32  11 -44.35 123.26 29.82   0.00
2/8/16/21/27/32/33  11 -44.35 123.26 29.82   0.00
2/16/21/22/26/30/32 12 -41.83 123.26 29.82   0.00
2/7/16/20/21/25/26  11 -44.35 123.26 29.82   0.00
2/16/21/23/24/26/29 11 -44.35 123.26 29.82   0.00
2/10/16/21/25/26/29 11 -44.35 123.27 29.82   0.00
2/9/10/11/16/21/33  10 -46.63 123.27 29.82   0.00
1/2/6/16/21/22/33   10 -46.63 123.27 29.82   0.00
2/9/16/20/21/24/29  10 -46.63 123.27 29.82   0.00
2/7/10/14/16/21/22  11 -44.35 123.27 29.83   0.00
1/2/9/11/16/21/29   10 -46.63 123.27 29.83   0.00
2/4/5/16/21/26/30   11 -44.35 123.27 29.83   0.00
2/5/7/16/21/30/33   10 -46.63 123.27 29.83   0.00
2/6/10/16/21/26/27  11 -44.35 123.27 29.83   0.00
2/7/16/21/30/31     11 -44.35 123.27 29.83   0.00
2/13/16/18/21/23/32 12 -41.84 123.27 29.83   0.00
2/6/10/12/16/21/26  11 -44.35 123.27 29.83   0.00
2/13/16/20/21/23/27 11 -44.35 123.27 29.83   0.00
2/16/20/21/24/27/32 11 -44.35 123.27 29.83   0.00
2/13/16/21/23/24/25 11 -44.35 123.27 29.83   0.00
1/2/4/8/14/16/21    11 -44.35 123.27 29.83   0.00
2/5/9/16/21/22/29   10 -46.64 123.27 29.83   0.00
2/5/16/21/27/28/32  11 -44.35 123.27 29.83   0.00
2/9/16/17/20/21/25  10 -46.64 123.27 29.83   0.00
2/7/8/12/13/16/21   11 -44.35 123.27 29.83   0.00
2/6/13/16/21/28/29  11 -44.35 123.28 29.83   0.00
2/3/4/16/17/21       9 -48.72 123.28 29.83   0.00
2/15/16/17/21/26/32 12 -41.84 123.28 29.83   0.00
2/5/8/12/16/21/29   10 -46.64 123.28 29.84   0.00
2/16/20/21/24/28/32 11 -44.35 123.28 29.84   0.00
2/6/8/16/17/21/29   10 -46.64 123.28 29.84   0.00
2/11/16/21/22/26/27 11 -44.35 123.28 29.84   0.00
2/8/10/11/16/21/29  10 -46.64 123.28 29.84   0.00
2/3/8/15/16/21/26   11 -44.35 123.28 29.84   0.00
2/4/10/16/21/24/27  10 -46.64 123.28 29.84   0.00
2/5/11/16/21/24/30  10 -46.64 123.28 29.84   0.00
1/2/16/21/23/32/33  11 -44.35 123.28 29.84   0.00
2/14/16/21/23/27/28 11 -44.35 123.28 29.84   0.00
2/16/21/24/27/28/33 10 -46.64 123.28 29.84   0.00
2/9/16/21/24/30/32  11 -44.35 123.28 29.84   0.00
2/12/16/21/24/32/33 11 -44.35 123.28 29.84   0.00
2/3/10/11/16/18/21  10 -46.64 123.28 29.84   0.00
2/16/21/22/25/27/33 10 -46.64 123.28 29.84   0.00
2/4/13/16/21/23/32  12 -41.84 123.29 29.84   0.00
1/2/5/16/17/18/21   10 -46.64 123.29 29.84   0.00
2/5/9/12/16/21/33   10 -46.64 123.29 29.84   0.00
2/6/10/16/21/24/27  10 -46.64 123.29 29.84   0.00
2/5/13/16/18/21/24  11 -44.36 123.29 29.84   0.00
2/8/16/18/21/23/31  12 -41.84 123.29 29.85   0.00
2/11/13/16/21/23/24 11 -44.36 123.29 29.85   0.00
1/2/12/16/21/29/32  11 -44.36 123.29 29.85   0.00
1/2/16/20/21/29/30  10 -46.64 123.29 29.85   0.00
2/12/15/16/18/21/31 12 -41.84 123.29 29.85   0.00
2/6/12/16/17/21/27  10 -46.64 123.29 29.85   0.00
2/16/18/21/25/30/31 12 -41.84 123.29 29.85   0.00
2/5/12/16/21/25/29  10 -46.64 123.29 29.85   0.00
2/3/16/18/21/22/24  10 -46.64 123.29 29.85   0.00
2/5/16/21/28/30/32  11 -44.36 123.29 29.85   0.00
2/7/9/14/16/21/32   12 -41.84 123.29 29.85   0.00
1/2/3/16/21/25       9 -48.73 123.29 29.85   0.00
2/3/8/16/21/29       9 -48.73 123.29 29.85   0.00
2/5/9/11/16/21/29   10 -46.65 123.29 29.85   0.00
2/6/9/16/21/24/32   11 -44.36 123.29 29.85   0.00
2/4/5/16/17/21/23   10 -46.65 123.29 29.85   0.00
2/6/11/16/17/21/33  10 -46.65 123.29 29.85   0.00
2/7/16/21/27/31     11 -44.36 123.29 29.85   0.00
1/2/16/21/25/30/32  11 -44.36 123.29 29.85   0.00
2/12/14/16/21/22/28 11 -44.36 123.29 29.85   0.00
2/4/16/17/20/21/27  10 -46.65 123.29 29.85   0.00
2/11/16/21/25/29/32 11 -44.36 123.29 29.85   0.00
1/2/8/16/21/26/32   12 -41.85 123.29 29.85   0.00
2/9/11/13/16/21/22  11 -44.36 123.29 29.85   0.00
2/16/21/23/30/31    11 -44.36 123.29 29.85   0.00
1/2/8/16/21/22/32   11 -44.36 123.30 29.85   0.00
2/16/20/21/22/29/33 10 -46.65 123.30 29.85   0.00
2/3/4/15/16/21/25   10 -46.65 123.30 29.85   0.00
2/3/6/7/16/21/25    10 -46.65 123.30 29.86   0.00
2/10/15/16/21/31    11 -44.36 123.30 29.86   0.00
1/2/5/8/16/21/27    10 -46.65 123.30 29.86   0.00
2/16/21/23/27/31    11 -44.36 123.30 29.86   0.00
2/5/16/17/21/33      9 -48.74 123.30 29.86   0.00
1/2/14/16/18/21/29  11 -44.36 123.30 29.86   0.00
1/2/6/8/16/21/26    11 -44.36 123.30 29.86   0.00
2/14/16/20/21/23/28 11 -44.36 123.30 29.86   0.00
2/10/11/14/15/16/21 11 -44.36 123.30 29.86   0.00
2/4/10/16/20/21/24  10 -46.65 123.30 29.86   0.00
1/2/16/21/23/26/27  11 -44.36 123.30 29.86   0.00
2/16/21/23/24/29/33 10 -46.65 123.30 29.86   0.00
2/8/12/13/16/21/30  11 -44.36 123.30 29.86   0.00
2/10/16/20/21/27/29 10 -46.65 123.30 29.86   0.00
1/2/16/20/21/29/32  11 -44.37 123.30 29.86   0.00
2/6/16/21/24/26/30  11 -44.37 123.30 29.86   0.00
2/5/6/16/21/25/29   10 -46.65 123.30 29.86   0.00
2/6/16/21/22/24/29  10 -46.65 123.30 29.86   0.00
1/2/4/14/16/21/30   11 -44.37 123.30 29.86   0.00
2/9/16/18/21/23/31  12 -41.85 123.30 29.86   0.00
1/2/16/21/23/24/32  11 -44.37 123.30 29.86   0.00
2/7/16/21/24/26/30  11 -44.37 123.31 29.86   0.00
1/2/16/21/26/30/33  11 -44.37 123.31 29.86   0.00
1/2/9/16/21/25/33   10 -46.65 123.31 29.87   0.00
2/5/10/16/21/27/28  10 -46.65 123.31 29.87   0.00
2/10/12/16/21/22/32 11 -44.37 123.31 29.87   0.00
2/6/16/21/24/25/33  10 -46.65 123.31 29.87   0.00
2/6/13/15/16/21/32  12 -41.85 123.31 29.87   0.00
2/16/21/25/27/29/33 10 -46.65 123.31 29.87   0.00
2/4/14/16/20/21/23  11 -44.37 123.31 29.87   0.00
1/2/13/15/16/21/26  12 -41.86 123.31 29.87   0.00
2/15/16/17/21/29/32 11 -44.37 123.31 29.87   0.00
1/2/8/14/16/21/23   11 -44.37 123.31 29.87   0.00
2/12/16/21/25/26/29 11 -44.37 123.31 29.87   0.00
1/2/6/11/16/21/26   11 -44.37 123.31 29.87   0.00
1/2/8/10/11/16/21   10 -46.66 123.31 29.87   0.00
2/3/15/16/19/21/31  12 -41.86 123.31 29.87   0.00
2/8/9/13/16/21/29   11 -44.37 123.32 29.87   0.00
1/2/6/16/21/26/29   11 -44.37 123.32 29.88   0.00
2/11/16/20/21/22/26 11 -44.37 123.32 29.88   0.00
2/5/8/16/20/21/26   11 -44.37 123.32 29.88   0.00
2/3/16/21/26/33     10 -46.66 123.32 29.88   0.00
2/8/12/16/18/21/31  12 -41.86 123.32 29.88   0.00
2/8/9/10/16/21/24   10 -46.66 123.32 29.88   0.00
1/2/4/13/16/21/32   12 -41.86 123.32 29.88   0.00
2/10/12/16/21/22/29 10 -46.66 123.32 29.88   0.00
2/5/12/16/21/22/29  10 -46.66 123.32 29.88   0.00
1/2/6/16/21/25/26   11 -44.38 123.32 29.88   0.00
2/9/10/16/21/29/30  10 -46.66 123.32 29.88   0.00
2/13/15/16/20/21/26 12 -41.86 123.32 29.88   0.00
2/10/12/16/21/24/30 10 -46.66 123.32 29.88   0.00
1/2/16/21/24/25/30  10 -46.66 123.32 29.88   0.00
2/4/8/14/16/21/22   11 -44.38 123.32 29.88   0.00
2/4/16/21/25/26/28  11 -44.38 123.32 29.88   0.00
2/5/16/18/21/24/32  11 -44.38 123.32 29.88   0.00
2/6/12/16/21/26/33  11 -44.38 123.32 29.88   0.00
2/12/16/21/22/26/29 11 -44.38 123.32 29.88   0.00
1/2/9/16/21/24/25   10 -46.66 123.32 29.88   0.00
2/15/16/21/29/31    11 -44.38 123.33 29.88   0.00
2/9/11/16/21/26/29  11 -44.38 123.33 29.88   0.00
2/8/10/16/20/21/29  10 -46.66 123.33 29.88   0.00
2/7/14/16/21/25/32  12 -41.86 123.33 29.88   0.00
2/12/13/16/21/23/27 11 -44.38 123.33 29.88   0.00
2/10/13/16/18/21/26 12 -41.86 123.33 29.89   0.00
2/6/12/16/17/21/29  10 -46.66 123.33 29.89   0.00
2/7/12/16/21/25/26  11 -44.38 123.33 29.89   0.00
2/8/16/21/22/30/33  10 -46.66 123.33 29.89   0.00
2/6/16/17/19/21/31  12 -41.86 123.33 29.89   0.00
2/13/15/16/21/24/27 11 -44.38 123.33 29.89   0.00
1/2/9/12/16/21/33   10 -46.67 123.33 29.89   0.00
2/9/12/16/21/26/29  11 -44.38 123.33 29.89   0.00
2/3/15/16/21/27/29  10 -46.67 123.33 29.89   0.00
2/7/14/16/21/30/33  11 -44.38 123.33 29.89   0.00
2/8/10/16/21/22/30  10 -46.67 123.33 29.89   0.00
2/7/14/16/21/24/27  11 -44.38 123.33 29.89   0.00
1/2/3/4/7/16/21     10 -46.67 123.33 29.89   0.00
2/7/16/17/21/24/28  10 -46.67 123.33 29.89   0.00
2/4/14/16/21/23/27  11 -44.38 123.33 29.89   0.00
2/4/7/10/16/21/26   11 -44.38 123.34 29.89   0.00
2/11/12/16/17/21/27 10 -46.67 123.34 29.89   0.00
2/3/11/12/16/21/28  10 -46.67 123.34 29.89   0.00
2/5/8/16/21/24/28   10 -46.67 123.34 29.89   0.00
2/3/5/9/16/21/23    10 -46.67 123.34 29.90   0.00
1/2/16/21/25/30/33  10 -46.67 123.34 29.90   0.00
1/2/5/14/16/21      10 -46.67 123.34 29.90   0.00
2/13/16/18/21/29/33 11 -44.38 123.34 29.90   0.00
2/12/13/16/17/18/21 11 -44.38 123.34 29.90   0.00
2/12/16/21/22/29/33 10 -46.67 123.34 29.90   0.00
2/16/17/21/23/27/32 11 -44.38 123.34 29.90   0.00
2/5/16/21/22/24/27  10 -46.67 123.34 29.90   0.00
2/10/11/13/16/21/23 11 -44.39 123.34 29.90   0.00
2/7/14/16/21/27/33  11 -44.39 123.34 29.90   0.00
2/3/8/16/21/32      10 -46.67 123.34 29.90   0.00
2/3/14/16/19/21/33  11 -44.39 123.35 29.90   0.00
2/16/18/21/26/29/32 12 -41.87 123.35 29.90   0.00
2/11/12/16/18/21/31 12 -41.87 123.35 29.90   0.00
2/3/8/16/18/21/32   11 -44.39 123.35 29.90   0.00
2/12/16/21/26/30/33 11 -44.39 123.35 29.90   0.00
2/5/10/11/16/21/26  11 -44.39 123.35 29.90   0.00
1/2/9/16/21/25/32   11 -44.39 123.35 29.90   0.00
1/2/11/16/21/25/32  11 -44.39 123.35 29.91   0.00
2/8/12/13/16/21/27  11 -44.39 123.35 29.91   0.00
2/7/16/17/21/27/29  10 -46.67 123.35 29.91   0.00
2/8/10/16/20/21/24  10 -46.67 123.35 29.91   0.00
2/12/16/21/24/30/33 10 -46.67 123.35 29.91   0.00
2/15/16/17/21/22/24 10 -46.67 123.35 29.91   0.00
2/6/10/16/20/21/24  10 -46.67 123.35 29.91   0.00
2/5/16/21/24/25/27  10 -46.67 123.35 29.91   0.00
2/5/7/16/21/26/29   11 -44.39 123.35 29.91   0.00
1/2/4/16/21/22/26   11 -44.39 123.35 29.91   0.00
2/4/8/12/14/16/21   11 -44.39 123.35 29.91   0.00
2/6/7/11/16/21/31   12 -41.88 123.35 29.91   0.00
2/4/8/16/21/26/27   11 -44.39 123.35 29.91   0.00
2/5/9/16/21/25/29   10 -46.68 123.35 29.91   0.00
2/5/16/21/22/23/32  11 -44.39 123.35 29.91   0.00
2/7/9/16/20/21/26   11 -44.39 123.35 29.91   0.00
2/10/16/21/22/25/27 10 -46.68 123.35 29.91   0.00
2/6/10/14/15/16/21  11 -44.39 123.35 29.91   0.00
2/5/11/16/17/21/23  10 -46.68 123.35 29.91   0.00
2/8/9/16/21/24/29   10 -46.68 123.35 29.91   0.00
2/4/5/16/21/24/32   11 -44.39 123.35 29.91   0.00
2/5/16/20/21/22/26  11 -44.39 123.35 29.91   0.00
2/5/16/21/23/25/32  11 -44.39 123.35 29.91   0.00
2/16/21/24/25/30/32 11 -44.39 123.36 29.91   0.00
2/6/7/14/16/17/21   11 -44.39 123.36 29.91   0.00
2/10/14/15/16/21/23 11 -44.39 123.36 29.92   0.00
2/14/16/19/21/26/32 13 -39.10 123.36 29.92   0.00
2/4/11/14/16/21/29  11 -44.39 123.36 29.92   0.00
2/4/13/16/21/22/28  11 -44.39 123.36 29.92   0.00
2/6/16/21/24/27/33  10 -46.68 123.36 29.92   0.00
2/5/6/16/21/24/25   10 -46.68 123.36 29.92   0.00
2/10/16/21/26/27/28 11 -44.39 123.36 29.92   0.00
2/6/9/13/16/21/33   11 -44.39 123.36 29.92   0.00
2/3/7/9/16/21/25    10 -46.68 123.36 29.92   0.00
2/5/6/12/16/21/26   11 -44.40 123.36 29.92   0.00
2/6/8/16/21/24/33   10 -46.68 123.36 29.92   0.00
2/7/14/15/16/21/33  11 -44.40 123.36 29.92   0.00
2/5/13/15/16/21/22  11 -44.40 123.36 29.92   0.00
2/4/13/16/20/21/29  11 -44.40 123.36 29.92   0.00
2/10/14/16/18/21/22 11 -44.40 123.37 29.92   0.00
2/16/21/27/29/30/32 11 -44.40 123.37 29.93   0.00
1/2/8/16/21/22/24   10 -46.68 123.37 29.93   0.00
1/2/16/21/22/27/29  10 -46.68 123.37 29.93   0.00
2/9/11/12/16/17/21  10 -46.68 123.37 29.93   0.00
2/9/14/16/21/25/30  11 -44.40 123.37 29.93   0.00
2/12/14/15/16/21/22 11 -44.40 123.37 29.93   0.00
2/5/11/16/21/27/29  10 -46.68 123.37 29.93   0.00
2/5/7/15/16/17/21   10 -46.68 123.37 29.93   0.00
2/3/11/16/21/23/28  10 -46.68 123.37 29.93   0.00
2/5/16/18/21/29/32  11 -44.40 123.37 29.93   0.00
2/14/16/17/18/21/23 11 -44.40 123.37 29.93   0.00
2/5/9/11/13/16/21   11 -44.40 123.37 29.93   0.00
2/6/11/14/16/21/25  11 -44.40 123.37 29.93   0.00
2/8/9/11/16/17/21   10 -46.69 123.37 29.93   0.00
2/6/14/16/21/27/28  11 -44.40 123.37 29.93   0.00
2/4/16/21/24/31     11 -44.40 123.37 29.93   0.00
2/8/16/20/21/25/26  11 -44.40 123.37 29.93   0.00
